country,original_title,genre,avg_vote,votes,budget,worlwide_gross_income,year
USA,Mulberry St,Horror,5.5,5626,"$60,000.00","$97,182.00",2006
USA,Tooth and Nail,Drama,4.8,3660,"$4,200,000.00","$97,182.00",2007
USA,Lake Dead,Horror,4.1,3549,"$2,500,000.00","$97,182.00",2007
USA,Nightmare Man,Comedy,4,2240,"$250,000.00","$97,182.00",2006
UK,A Field in England,Drama,6.3,10668,"$316,000.00","$97,195.00",2013
France,Vent mauvais,Crime,5.7,111,"$3,100,000.00","$97,306.00",2007
USA,D.E.B.S.,Action,5.3,14608,"$3,500,000.00","$97,446.00",2004
USA,The Last Winter,Horror,5.6,8505,"$5,000,000.00","$97,522.00",2006
Canada,Ecstasy,Drama,5.1,1731,"$5,000,000.00","$97,563.00",2011
Sweden,Efterskalv,Drama,6.4,1305,"$1,100,000.00","$97,699.00",2015
Brazil,Meu Amigo Hindu,Drama,5.8,426,"$7,437,235.00","$97,713.00",2015
USA,The Great Gilly Hopkins,Comedy,6.5,4416,"$5,000,000.00","$97,798.00",2015
UK,The Wicker Man,Horror,7.5,67560,"$810,000.00","$98,201.00",1973
USA,The Incident,Horror,5.6,4258,"$500,000.00","$98,201.00",2011
USA,Blind,Drama,5.8,3436,"$2,500,000.00","$98,280.00",2017
UK,The Boat,Horror,5.6,2396,"$5,000,000.00","$98,559.00",2018
Spain,Techo y comida,Drama,6.8,814,"$25,000.00","$98,734.00",2015
Italy,La pelle dell'orso,Adventure,6.6,140,"$1,700,000.00","$98,890.00",2016
USA,The Stars Fell on Henrietta,Drama,6.6,709,"$13,000,000.00","$99,318.00",1995
Sweden,Zozo,Drama,6.6,3033,"$39,000,000.00","$99,326.00",2005
Romania,Legãturi bolnãvicioase,Drama,6.8,2749,"$350,000.00","$99,358.00",2006
USA,No Man's Land: The Rise of Reeker,Horror,4.8,3123,"$2,000,000.00","$99,499.00",2008
South Africa,White Lion,Drama,6.7,896,"$40,000,000.00","$99,635.00",2010
Brazil,O Menino no Espelho,Action,6.2,164,"$4,500,000.00","$99,697.00",2014
USA,6 Bullets,Action,6.1,13785,"$10,000,000.00","$99,861.00",2012
USA,The von Trapp Family: A Life of Music,Biography,6.4,443,"$17,000,000.00","$99,967.00",2015
USA,The Telephone,Comedy,4.5,871,"$2,200,000.00","$99,978.00",1988
Denmark,Rosita,Drama,6.3,344,"$14,500,000.00","$99,994.00",2015
Germany,Pazar - Bir Ticaret Masali,Drama,7,867,"$1,200,000.00","$100,076.00",2008
Thailand,Mah nakorn,Comedy,7.3,1776,"$60,000,000.00","$100,267.00",2004
Estonia,Punane elavhõbe,Crime,6.1,360,"$12,650,000.00","$100,354.00",2010
USA,Desert Blue,Drama,6.2,2158,"$2,000,000.00","$100,590.00",1998
USA,Self Medicated,Biography,5.7,882,"$400,000.00","$100,610.00",2005
France,Une femme est une femme,Comedy,7.5,15070,"$160,000.00","$100,665.00",1961
USA,The Good Guy,Comedy,5.8,9063,"$10,000,000.00","$100,688.00",2009
USA,Feed the Fish,Comedy,6.1,414,"$240,000.00","$101,170.00",2010
USA,The House of the Devil,Horror,6.4,39801,"$900,000.00","$101,215.00",2009
Finland,Tuntematon mestari,Drama,7.4,673,"$2,500,000.00","$101,247.00",2018
Mauritius,Jungle Beat: The Movie,Animation,5.7,300,"$8,000,000.00","$101,331.00",2020
France,8th Wonderland,Drama,6.2,460,"$1,800,000.00","$101,333.00",2008
Germany,Die Eisbombe,Comedy,6.2,110,"$400,000.00","$101,406.00",2008
USA,Quo Vadis,Biography,7.2,13258,"$7,623,000.00","$101,486.00",1951
USA,Kickboxer: Retaliation,Action,5,4323,"$13,000,000.00","$101,690.00",2018
France,Rubber,Comedy,5.8,33521,"$500,000.00","$101,729.00",2010
Hungary,Akik maradtak,Drama,7.2,780,"$120,000,000.00","$101,737.00",2019
USA,The Return,Comedy,4.9,206,"$300,000.00","$102,171.00",2006
Ukraine,OrAngeLove,Drama,6.7,1032,"$980,000.00","$102,212.00",2007
Spain,Las furias,Drama,6,259,"$1,500,000.00","$102,428.00",2016
UK,Clubbed,Action,6.8,3452,"$2,000,000.00","$102,715.00",2008
UK,Beowulf,Action,4.1,11044,"$3,500,000.00","$102,744.00",1999
USA,Brake,Thriller,6.1,11323,"$500,000.00","$102,819.00",2012
Ireland,Life's a Breeze,Comedy,6.3,1038,"$4,000,000.00","$103,118.00",2013
USA,Rolling,Drama,5.5,408,"$500,000.00","$103,318.00",2007
Thailand,Edge of the Empire,Action,5.2,108,"$3,500,000.00","$103,432.00",2010
Egypt,Yabani Asly,Family,5.3,243,"$7,000,000.00","$103,468.00",2017
USA,The Investigator,Drama,5.5,301,"$1,100,000.00","$103,739.00",2013
Spain,"Garabandal, solo Dios lo sabe",Drama,5.9,124,$7.00,"$103,775.00",2018
Canada,World Traveler,Drama,5.4,1110,"$2,000,000.00","$103,863.00",2001
UK,Prevenge,Comedy,5.9,6555,"$80,000.00","$103,885.00",2016
Romania,Restul e tacere,Comedy,8.1,2667,"$2,430,000.00","$103,921.00",2007
USA,Major Movie Star,Adventure,4.3,3905,"$30,000,000.00","$103,971.00",2008
Brazil,Os 3,Drama,6.1,683,"$1,800,000.00","$104,012.00",2011
Mexico,La montaña sagrada,Adventure,7.9,35412,"$750,000.00","$104,160.00",1973
India,The President Is Coming,Comedy,6.8,638,"$500,000.00","$104,235.00",2009
UK,Human Traffic,Comedy,7.1,22755,"$2,200,000.00","$104,257.00",1999
Republic of North Macedonia,Senki,Drama,6.9,1945,"$4,000,000.00","$104,292.00",2007
Denmark,Hvordan vi slipper af med de andre,Comedy,6,1015,"$7,300.00","$104,451.00",2007
India,Dictator,Action,4.2,594,"$300,000,000.00","$104,734.00",2016
India,Singam Puli,Action,4.4,157,"$60,000,000.00","$104,740.00",2011
Spain,Hablar,Comedy,5.8,346,"$350,000.00","$105,201.00",2015
USA,Never Heard,Drama,5.3,383,"$4,000,000.00","$105,271.00",2018
Pakistan,Ramchand Pakistani,Drama,7.6,1210,"$600,000.00","$105,634.00",2008
India,Subharathri,Drama,6,202,"$30,000,000.00","$105,932.00",2019
Germany,The Million Dollar Hotel,Drama,5.9,20570,"$8,000,000.00","$105,983.00",2000
Malaysia,BoBoiBoy: The Movie,Animation,7.1,2447,"$5,000,000.00","$106,066.00",2016
France,Bande à part,Comedy,7.7,22127,"$120,000.00","$106,074.00",1964
USA,Shattered Image,Crime,4.9,640,"$7,500,000.00","$106,116.00",1998
Mexico,Una película de huevos,Animation,6.4,888,"$17,000,000.00","$106,369.00",2006
USA,The Alphabet Killer,Crime,5.2,7842,"$2,000,000.00","$106,596.00",2008
UK,The Secret Agent,Drama,5.7,2194,"$7,000,000.00","$106,606.00",1996
Canada,In Their Skin,Horror,5.3,5115,"$4,000,000.00","$106,919.00",2012
USA,Fear Clinic,Horror,4.9,6247,"$1,000,000.00","$106,974.00",2014
France,Je te mangerais,Drama,5.6,1164,"$3,000,000.00","$107,075.00",2009
Japan,Marebito,Drama,6.1,4868,"$5,000,000.00","$107,259.00",2004
UK,Brief Encounter,Drama,8,34524,"$170,000.00","$107,384.00",1945
Hong Kong,Revenge of the Green Dragons,Action,5.3,3687,"$5,000,000.00","$107,412.00",2014
Mexico,Sleep Dealer,Drama,6,6262,"$2,500,000.00","$107,559.00",2008
India,Velayudham,Action,6,10142,"$450,000,000.00","$107,843.00",2011
USA,Mad Dog Time,Comedy,5.5,2665,"$8,000,000.00","$107,874.00",1996
Italy,Complici del silenzio,Drama,6.9,111,"$1,500,000.00","$107,947.00",2009
UK,Don't Look Now,Drama,7.2,47920,"$1,500,000.00","$108,000.00",1973
USA,Violet & Daisy,Action,6.1,11892,"$8,000,000.00","$108,139.00",2011
UK,Civic Duty,Drama,6.2,3292,"$3,400,000.00","$108,187.00",2006
USA,Wanda,Crime,7.1,3123,"$115,000.00","$108,522.00",1970
UK,Dust,Drama,6.6,2140,"$11,000,000.00","$108,698.00",2001
Canada,One Week,Adventure,7,11140,"$2,000,000.00","$108,918.00",2008
Italy,E la chiamano estate,Drama,4.5,296,"$1,093,000.00","$109,120.00",2012
USA,The Hatred,Drama,3.6,1990,"$800,000.00","$109,227.00",2017
UK,Telstar: The Joe Meek Story,Biography,6.5,1521,"$1,250,000.00","$109,339.00",2008
USA,Blood Done Sign My Name,Drama,6.6,515,"$10,000,000.00","$109,383.00",2010
USA,The 24 Hour Woman,Comedy,5.3,379,"$2,500,000.00","$109,535.00",1999
Russia,Storozh,Drama,6.4,1124,"$55,000,000.00","$109,723.00",2019
Estonia,1944,Drama,7.1,4774,"$1,620,000.00","$109,768.00",2015
Russia,Chistoe iskusstvo,Crime,5.7,246,"$130,000,000.00","$109,818.00",2016
USA,Roar,Adventure,6.2,3008,"$17,000,000.00","$110,048.00",1981
USA,The Trouble with Terkel,Animation,7.1,274,"$1,000,000.00","$110,289.00",2010
Turkey,Kubilay,History,4.4,168,"$300,000.00","$110,543.00",2010
USA,Assassination Games,Action,6.1,16412,"$8,000,000.00","$110,784.00",2011
Greece,Eduart,Drama,6.4,395,"$1,500,000.00","$110,900.00",2006
USA,The Obama Effect,Comedy,1.8,386,"$10,000,000.00","$110,904.00",2012
Ireland,Strangerland,Drama,5.2,8588,"$10,000,000.00","$111,107.00",2015
France,Mes provinciales,Drama,6.3,511,$600.00,"$111,197.00",2018
Chile,Baby Shower,Horror,4.2,617,"$900,000.00","$111,351.00",2011
India,Kanchana 3,Action,4.2,1059,"$400,000,000.00","$111,447.00",2019
South Africa,The Perfect Wave,Adventure,4.6,1069,"$4,000,000.00","$111,486.00",2014
USA,Medicine for Melancholy,Drama,6.7,1977,"$13,000.00","$111,551.00",2008
Lebanon,Taxi Ballad,Drama,6,132,"$30,000,000.00","$111,686.00",2011
USA,Saint John of Las Vegas,Comedy,5.7,2779,"$3,800,000.00","$111,731.00",2009
Finland,Rendel,Action,4.6,1672,"$1,450,000.00","$111,795.00",2017
USA,Hometown Legend,Drama,5.7,709,"$2,000,000.00","$111,806.00",2002
Denmark,Når dyrene drømmer,Drama,5.8,3547,"$3,000,000.00","$111,952.00",2014
Mexico,Oveja negra,Action,6.4,186,"$1,000,000.00","$111,996.00",2009
Russia,Kak Vitka Chesnok vyoz Lyokhu Shtyrya v dom invalidov,Crime,7.1,2576,"$25,000,000.00","$112,071.00",2017
UK,French Film,Comedy,6.5,738,"$500,000.00","$112,307.00",2008
Canada,The Recall,Action,4.2,6668,"$3,600,000.00","$112,357.00",2017
USA,Arizona Dream,Comedy,7.3,40545,"$19,000,000.00","$112,547.00",1993
Germany,Ruhm,Drama,5.1,154,"$4,500,000.00","$112,688.00",2012
Brazil,Três Verões,Comedy,6,142,"$300,000.00","$112,789.00",2019
Italy,C'era una volta il West,Western,8.5,295220,"$5,000,000.00","$112,911.00",1968
USA,Notorious,Drama,7.9,90400,"$2,000,000.00","$113,061.00",1946
USA,Road Hard,Comedy,6.1,1747,"$1,500,000.00","$113,169.00",2015
USA,Winter Passing,Comedy,6.3,8071,"$3,500,000.00","$113,783.00",2005
UK,The Italian Job,Action,7.3,40739,"$3,000,000.00","$113,867.00",1969
Ukraine,Chervonyi,Biography,7.1,904,"$20,000,000.00","$113,934.00",2017
Italy,How Harry Became a Tree,Drama,6.7,786,"$6,000,000.00","$113,989.00",2001
USA,Camera Obscura,Crime,4.2,139,"$2,000,000.00","$114,015.00",2000
India,Pattas,Action,5.8,861,"$550,000,000.00","$114,121.00",2020
Iceland,Órói,Drama,6.8,1437,"$2,000,000.00","$114,203.00",2010
USA,Guncrazy,Crime,5.5,2118,"$800,000.00","$114,516.00",1992
Turkey,Babalarin Babasi,Comedy,5.2,357,"$3,000,000.00","$114,540.00",2016
Belgium,Dennis P.,Biography,6.4,739,"$1,700,000.00","$114,577.00",2007
Netherlands,A Real Vermeer,Biography,6.1,396,"$3,900,000.00","$114,647.00",2016
Hong Kong,In the Room,Comedy,4.6,435,"$1,000,000.00","$114,945.00",2015
Australia,Brothers' Nest,Comedy,6.4,1128,"$14,900,000.00","$114,968.00",2018
USA,Shakes the Clown,Comedy,5.6,4552,"$1,400,000.00","$115,103.00",1991
Germany,Der Tunnel,Drama,7.7,5939,"$7,100,000.00","$115,112.00",2001
Spain,Hermosa juventud,Drama,6.2,1172,"$450,000.00","$115,132.00",2014
Norway,Sinus,Comedy,5.3,252,"$38,000.00","$115,167.00",2005
Australia,The Crop,Comedy,3.9,103,"$4,000,000.00","$115,217.00",2004
Poland,Hardkor Disko,Drama,5.6,538,"$30,000.00","$115,311.00",2014
USA,Loggerheads,Drama,7.1,1628,"$500,000.00","$115,314.00",2005
Turkey,Evliya Çelebi ve Ölümsüzlük Suyu,Animation,5.3,202,"$3,000,000.00","$115,523.00",2014
Germany,Fickende Fische,Drama,6.9,1140,"$1,200,000.00","$115,566.00",2002
USA,Autopsy,Horror,5,6243,"$2,000,000.00","$115,800.00",2008
Turkey,Peri Masali,Romance,4.3,308,"$1,000,000.00","$115,810.00",2014
USA,Bank Robber,Comedy,4.6,305,"$2,000,000.00","$115,842.00",1993
USA,The Grand,Comedy,6,5382,"$5,400,000.00","$115,879.00",2007
USA,Touching Home,Drama,5.8,685,"$2,000,000.00","$116,353.00",2008
USA,Mermaid Down,Fantasy,5.9,4094,"$85,000.00","$116,466.00",2019
Finland,Toinen jalka haudasta,Comedy,5.5,197,"$1,110,019.00","$116,511.00",2009
Portugal,Um Tiro no Escuro,Crime,6.3,350,"$1,000,000.00","$116,674.00",2005
USA,Gummo,Comedy,6.8,31402,"$1,300,000.00","$116,799.00",1997
Mexico,This Is Not a Movie,Comedy,4.6,643,"$3,000,000.00","$116,801.00",2011
Canada,"Love, Sex and Eating the Bones",Comedy,5.9,693,"$2,500,000.00","$116,869.00",2003
Russia,Startap,Biography,4.4,136,"$2,000,000.00","$117,111.00",2014
Latvia,Mazie laupitaji,Comedy,6.3,186,"$780,000.00","$117,254.00",2009
Poland,Trzeci,Drama,6.4,240,"$2,000,000.00","$117,390.00",2004
Hungary,Magic Boys,Adventure,2.8,506,"$2,000,000.00","$117,392.00",2012
USA,The Big Picture,Comedy,6.2,4631,"$5,000,000.00","$117,463.00",1989
USA,Spring Forward,Drama,7.5,1329,"$2,000,000.00","$117,471.00",1999
USA,Running Free,Adventure,5.8,596,"$25,000,000.00","$117,608.00",1999
UK,The Decoy Bride,Comedy,6.2,10634,"$2,500,000.00","$117,754.00",2011
Lebanon,Tannoura Maxi,Drama,5.7,320,"$1,000,000.00","$117,797.00",2011
Ukraine,"Ulybka Boga, ili Chisto odesskaya istoriya",Comedy,5.9,131,"$8,500,000.00","$117,970.00",2008
USA,Search Party,Adventure,5.6,6866,"$20,000,000.00","$118,263.00",2014
UK,The Levelling,Drama,6.4,2394,"$1,000,000.00","$118,451.00",2016
USA,Gentlemen Broncos,Adventure,6.2,10778,"$10,000,000.00","$118,492.00",2009
Canada,La turbulence des fluides,Comedy,6.5,971,"$7,000,000.00","$118,884.00",2002
Italy,La scoperta dell'alba,Drama,5.8,164,"$2,000,000.00","$118,999.00",2012
France,La France,Drama,6.5,510,"$1,800,000.00","$119,188.00",2007
USA,12 and Holding,Drama,7.5,6652,"$400,000.00","$119,195.00",2005
Soviet Union,Zerkalo,Biography,8.1,38128,"$622,000.00","$119,266.00",1975
USA,Valley of the Heart's Delight,Drama,5.6,144,"$2,500,000.00","$119,290.00",2006
Spain,Carmina o revienta,Comedy,6.3,2162,"$40,000.00","$119,298.00",2012
Spain,"Papá, soy una zombi",Animation,4.3,415,"$1,600,000.00","$119,440.00",2011
USA,Amy's Orgasm,Comedy,5.2,1669,"$500,000.00","$119,664.00",2001
Canada,Avant qu'on explose,Comedy,6.6,100,"$3,850,000.00","$119,894.00",2019
Norway,Jakten på Berlusconi,Comedy,4.6,233,"$12,000,000.00","$120,094.00",2014
India,Singh vs. Kaur,Comedy,6.7,718,"$1,000,000.00","$120,137.00",2013
USA,Foodfight!,Animation,1.5,9183,"$65,000,000.00","$120,141.00",2011
Thailand,2022 Tsunami,Action,3.2,214,"$4,000,000.00","$120,283.00",2009
USA,Sons of Provo,Comedy,5.9,356,"$200,000.00","$120,488.00",2004
Russia,Vzlomat blogerov,Animation,1.1,517,"$35,000,000.00","$120,507.00",2016
UK,Better Living Through Chemistry,Comedy,6.3,14029,"$5,000,000.00","$120,823.00",2014
Germany,When a Man Falls in the Forest,Drama,5.1,1231,"$2,000,000.00","$120,847.00",2007
India,Georgettan's Pooram,Comedy,3.8,414,"$100,000,000.00","$121,084.00",2017
USA,Sunrise: A Song of Two Humans,Drama,8.1,46069,"$200,000.00","$121,107.00",1927
Sweden,Fjorton suger,Drama,4.6,1270,"$5,055,000.00","$121,218.00",2004
USA,Cartas a Elena,Drama,6,109,"$1,200,000.00","$121,254.00",2011
Germany,All the Queen's Men,Action,4.8,2439,"$15,000,000.00","$121,258.00",2001
Finland,Taistelu Näsilinnasta 1918,Drama,4.6,180,"$800,000.00","$121,687.00",2012
Russia,Silent Partner,Action,4.5,667,"$3,600,000.00","$121,825.00",2005
Romania,Boogie,Comedy,7.1,1976,"$666,000.00","$121,951.00",2008
Germany,Ganz und gar,Drama,6.8,289,"$1,400,000.00","$121,959.00",2003
Israel,Adama Meshuga'at,Drama,7.2,706,"$1,500,000.00","$122,307.00",2006
India,Saguni,Action,4.5,862,"$250,000,000.00","$122,345.00",2012
Finland,Iris,Drama,5.8,137,"$2,350,000.00","$122,370.00",2011
Mexico,Partes usadas,Drama,6.8,176,"$790,000.00","$122,408.00",2007
UK,The Rocket Post,Drama,6.8,331,"$8,000,000.00","$122,457.00",2004
Thailand,Mercury Man,Action,4.2,371,"$60,000,000.00","$122,471.00",2006
Turkey,Kavsak,Drama,6.1,517,"$750,000.00","$122,784.00",2010
USA,Blood Fest,Comedy,5.3,4154,"$1,200,000.00","$122,833.00",2018
Turkey,God's Faithful Servant: Barla,Animation,5.6,1913,"$4,000,000.00","$123,093.00",2011
Norway,En som deg,Drama,5.6,560,"$1,000,000.00","$123,263.00",2012
USA,Easy Rider,Adventure,7.3,97792,"$360,000.00","$123,276.00",1969
USA,There Goes My Baby,Comedy,6.5,999,"$10,500,000.00","$123,509.00",1994
South Africa,U-Carmen eKhayelitsha,Musical,6.6,637,"$5,279,093.00","$123,616.00",2005
USA,"War Eagle, Arkansas",Drama,6.3,254,"$1,100,000.00","$123,670.00",2007
Turkey,Çocuk,Adventure,2.9,509,"$2,000,000.00","$123,825.00",2008
Italy,...E tu vivrai nel terrore! L'aldilà,Horror,6.8,19636,"$400,000.00","$123,843.00",1981
France,Bosque de sombras,Drama,5.7,5281,"$3,600,000.00","$123,913.00",2006
South Korea,Inhyeongsa,Horror,5.7,1799,"$2,000,000.00","$124,073.00",2004
UK,A Matter of Life and Death,Comedy,8.1,18806,"$320,000.00","$124,241.00",1946
France,Tehilim,Drama,6.1,251,"$600,000.00","$124,410.00",2007
Ireland,Kings,Drama,6.9,633,"$5,000,000.00","$125,154.00",2007
France,Diane a les épaules,Comedy,6.1,315,"$2,300,000.00","$125,220.00",2017
France,Les gaous,Comedy,4.7,317,"$6,600,000.00","$125,288.00",2003
USA,The Night Flier,Fantasy,6,9353,"$1,000,000.00","$125,397.00",1997
Belgium,Realive,Drama,5.9,4799,"$7,000,000.00","$125,680.00",2016
Germany,Leo und Claire,Drama,6.9,122,"$10,000,000.00","$125,734.00",2001
India,18am Padi,Action,6,1117,"$70,000,000.00","$125,766.00",2019
France,Le pornographe,Drama,5.2,2252,"$7,000,000.00","$126,027.00",2001
USA,Police Academy: Mission to Moscow,Comedy,3.6,31329,"$6,200,000.00","$126,247.00",1994
Sweden,Eskil & Trinidad,Drama,6,164,"$25,000,000.00","$126,323.00",2013
Switzerland,Campanadas a medianoche,Comedy,7.8,7567,"$800,000.00","$126,724.00",1965
USA,Purple Violets,Comedy,6.4,3053,"$4,000,000.00","$126,897.00",2007
Czech Republic,Hezké chvilky bez záruky,Drama,5.8,109,"$600,000.00","$127,052.00",2006
Spain,Asesinos inocentes,Comedy,5.8,435,"$2,023,583.00","$127,157.00",2015
France,Lucky Day,Action,5,1683,"$5,600,000.00","$127,330.00",2019
UK,Twin Town,Comedy,6.8,5484,"$3,300,000.00","$127,923.00",1997
USA,Mars,Animation,6,360,"$200,000.00","$128,114.00",2010
India,Yeh Hai Jalwa,Comedy,4.7,2162,"$150,000,000.00","$128,295.00",2002
Spain,Lobos sucios,Drama,5.7,202,"$1,400,000.00","$128,425.00",2015
UK,The Adventurer: The Curse of the Midas Box,Adventure,5.5,5845,"$25,000,000.00","$128,471.00",2013
Israel,Yossi,Drama,7,2791,"$500,000.00","$128,668.00",2012
USA,Intruder,Horror,3.3,899,"$1,000,000.00","$128,788.00",2016
Finland,Eila,Drama,6.5,318,"$1,050,000.00","$128,793.00",2003
Hungary,Csak a szél,Drama,6.5,1220,"$620,000.00","$128,962.00",2012
USA,Repo Man,Action,6.9,33119,"$1,500,000.00","$129,000.00",1984
Italy,La prima volta (di mia figlia),Comedy,5.2,167,"$1,500,000.00","$129,134.00",2015
USA,Crackers,Adventure,5.2,1159,"$12,000,000.00","$129,268.00",1984
India,Dil Jo Bhi Kahey...,Drama,4.7,320,"$70,000,000.00","$129,319.00",2005
Germany,Prozac Nation,Biography,6.3,16914,"$9,000,000.00","$129,364.00",2001
Ireland,Handsome Devil,Comedy,7.1,10302,"$1,055,000.00","$129,391.00",2016
Greece,I horodia tou Haritona,Comedy,6.7,367,"$2,000,000.00","$129,600.00",2005
USA,Game 6,Comedy,5.8,2451,"$1,000,000.00","$129,664.00",2005
USA,Bunraku,Action,6.2,18946,"$25,000,000.00","$129,706.00",2010
Ireland,Boy Eats Girl,Comedy,5,3702,"$5,000,000.00","$130,051.00",2005
India,Saab Bahadar,Thriller,7.2,193,"$60,000,000.00","$130,265.00",2017
USA,Karla,Crime,5.5,5648,"$5,000,000.00","$130,416.00",2006
France,L'autre continent,Drama,6.3,146,"$900,000.00","$130,446.00",2018
Serbia,Braca po babine linije,Comedy,4.1,189,"$600,000.00","$130,520.00",2016
India,Valley of Flowers,Adventure,7,1752,"$6,000,000.00","$130,742.00",2006
Indonesia,Kuntilanak 2,Horror,5.7,155,"$2,500,000,000.00","$130,898.00",2007
Brazil,Segurança Nacional,Action,3.5,268,"$3,000,000.00","$131,300.00",2010
Lithuania,Sasha Was Here,Drama,7,261,"$200,000.00","$131,500.00",2018
France,Der Mondmann,Animation,6.4,365,"$10,000,000.00","$131,705.00",2012
USA,Hounddog,Drama,6.3,5891,"$3,750,000.00","$131,961.00",2007
India,Mugamoodi,Action,4.9,965,"$200,000,000.00","$131,965.00",2012
Iceland,A Little Trip to Heaven,Drama,6,4640,"$12,000,000.00","$132,050.00",2005
Egypt,Saa'a wi Nos,Drama,7.1,823,"$28,000,000.00","$132,159.00",2012
France,Bye Bye Blondie,Comedy,5.2,608,"$4,500,000.00","$132,506.00",2012
Hungary,Hukkle,Crime,7.1,3481,"$100,000.00","$132,745.00",2002
UK,You Instead,Comedy,6.7,4304,"$1,000,000.00","$132,787.00",2011
UK,A Shot at Glory,Drama,6.3,2102,"$9,000,000.00","$133,122.00",2000
Portugal,Cristóvão Colombo - O Enigma,Drama,5.6,379,"$2,000,000.00","$133,250.00",2007
UK,One Night in Istanbul,Comedy,5.2,1214,"$6,000,000.00","$133,588.00",2014
Norway,Sammen,Drama,6.6,202,"$12,750,000.00","$133,692.00",2009
Canada,La passion d'Augustine,Drama,7.3,515,"$4,700,000.00","$133,929.00",2015
Norway,Hoggeren,Comedy,6.3,142,"$3,350,600.00","$134,067.00",2017
Spain,Insensibles,Fantasy,6.2,3233,"$3,520,000.00","$134,299.00",2012
France,Tristesse Club,Comedy,6,533,"$2,050,000.00","$134,440.00",2014
France,Pierrot le Fou,Crime,7.6,28537,"$300,000.00","$134,722.00",1965
Soviet Union,Solyaris,Drama,8.1,78200,"$1,000,000.00","$134,788.00",1972
Spain,Another Day of Life,Animation,7.3,1663,"$7,700,000.00","$134,801.00",2018
Greece,The Cherry Orchard,Drama,6.4,583,"$5,000,000.00","$135,280.00",1999
South Africa,Jagveld,Action,5.9,986,"$6,000,000.00","$135,328.00",2017
UK,Tortoise in Love,Comedy,5.4,271,"$160,000.00","$135,406.00",2012
USA,I Will Follow,Drama,6,745,"$50,000.00","$135,809.00",2010
South Korea,Swiri,Action,6.6,7796,"$5,000,000.00","$135,892.00",1999
UK,Bedrooms and Hallways,Comedy,6.6,3200,"$3,000,000.00","$136,049.00",1998
India,Pulimurugan,Action,6.8,6738,"$250,000,000.00","$136,052.00",2016
Belgium,Une part d'ombre,Crime,6.1,197,"$1,300,000.00","$136,070.00",2017
USA,Bananas,Comedy,7,33355,"$2,000,000.00","$136,200.00",1971
New Zealand,The Vintner's Luck,Drama,5.6,803,"$8,500,000.00","$136,295.00",2009
New Zealand,The Dead Room,Horror,4.7,2898,"$80,000.00","$136,319.00",2015
South Africa,Five Fingers for Marseilles,Drama,6.2,728,"$1,000,000.00","$136,374.00",2017
India,Iru Mugan,Action,6.3,2933,"$850,000,000.00","$136,623.00",2016
USA,Slaughter Creek,Drama,3.1,175,"$1,000,000.00","$136,815.00",2011
Hungary,Ernelláék Farkaséknál,Drama,7.3,1311,"$120,000.00","$137,035.00",2016
Serbia,The Belgrade Phantom,Action,6.8,1386,"$750,000.00","$137,698.00",2009
